GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G7200010","2006-2010","PR",,,"Puerto Rico","72","Adjuntas Municipio","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72001",,,"Adjuntas Municipio, Puerto Rico",116736200,"Adjuntas Municipio, Puerto Rico",8864710
"G7200030","2006-2010","PR",,,"Puerto Rico","72","Aguada Municipio","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72003",,,"Aguada Municipio, Puerto Rico",313125600,"Aguada Municipio, Puerto Rico",29495189
"G7200050","2006-2010","PR",,,"Puerto Rico","72","Aguadilla Municipio","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72005",,,"Aguadilla Municipio, Puerto Rico",490045900,"Aguadilla Municipio, Puerto Rico",25967288
"G7200070","2006-2010","PR",,,"Puerto Rico","72","Aguas Buenas Municipio","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72007",,,"Aguas Buenas Municipio, Puerto Rico",216017400,"Aguas Buenas Municipio, Puerto Rico",15815089
"G7200090","2006-2010","PR",,,"Puerto Rico","72","Aibonito Municipio","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72009",,,"Aibonito Municipio, Puerto Rico",214849900,"Aibonito Municipio, Puerto Rico",20796663
"G7200110","2006-2010","PR",,,"Puerto Rico","72","Añasco Municipio","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72011",,,"Añasco Municipio, Puerto Rico",221858400,"Añasco Municipio, Puerto Rico",12383060
"G7200130","2006-2010","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72013",,,"Arecibo Municipio, Puerto Rico",865683100,"Arecibo Municipio, Puerto Rico",42062567
"G7200150","2006-2010","PR",,,"Puerto Rico","72","Arroyo Municipio","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72015",,,"Arroyo Municipio, Puerto Rico",147979800,"Arroyo Municipio, Puerto Rico",12338445
"G7200170","2006-2010","PR",,,"Puerto Rico","72","Barceloneta Municipio","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72017",,,"Barceloneta Municipio, Puerto Rico",207792500,"Barceloneta Municipio, Puerto Rico",20733874
"G7200190","2006-2010","PR",,,"Puerto Rico","72","Barranquitas Municipio","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72019",,,"Barranquitas Municipio, Puerto Rico",199431100,"Barranquitas Municipio, Puerto Rico",10197005
"G7200210","2006-2010","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72021",,,"Bayamón Municipio, Puerto Rico",2584459800,"Bayamón Municipio, Puerto Rico",53565619
"G7200230","2006-2010","PR",,,"Puerto Rico","72","Cabo Rojo Municipio","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72023",,,"Cabo Rojo Municipio, Puerto Rico",454169300,"Cabo Rojo Municipio, Puerto Rico",41413418
"G7200250","2006-2010","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72025",,,"Caguas Municipio, Puerto Rico",1702363800,"Caguas Municipio, Puerto Rico",61032560
"G7200270","2006-2010","PR",,,"Puerto Rico","72","Camuy Municipio","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72027",,,"Camuy Municipio, Puerto Rico",260693800,"Camuy Municipio, Puerto Rico",15729518
"G7200290","2006-2010","PR",,,"Puerto Rico","72","Canóvanas Municipio","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72029",,,"Canóvanas Municipio, Puerto Rico",464521100,"Canóvanas Municipio, Puerto Rico",19628748
"G7200310","2006-2010","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72031",,,"Carolina Municipio, Puerto Rico",2464415500,"Carolina Municipio, Puerto Rico",58327222
"G7200330","2006-2010","PR",,,"Puerto Rico","72","Cataño Municipio","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72033",,,"Cataño Municipio, Puerto Rico",283563000,"Cataño Municipio, Puerto Rico",16157201
"G7200350","2006-2010","PR",,,"Puerto Rico","72","Cayey Municipio","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72035",,,"Cayey Municipio, Puerto Rico",464835800,"Cayey Municipio, Puerto Rico",23774933
"G7200370","2006-2010","PR",,,"Puerto Rico","72","Ceiba Municipio","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72037",,,"Ceiba Municipio, Puerto Rico",139975000,"Ceiba Municipio, Puerto Rico",13083838
"G7200390","2006-2010","PR",,,"Puerto Rico","72","Ciales Municipio","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72039",,,"Ciales Municipio, Puerto Rico",121580700,"Ciales Municipio, Puerto Rico",7893087
"G7200410","2006-2010","PR",,,"Puerto Rico","72","Cidra Municipio","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72041",,,"Cidra Municipio, Puerto Rico",443672500,"Cidra Municipio, Puerto Rico",22615347
"G7200430","2006-2010","PR",,,"Puerto Rico","72","Coamo Municipio","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72043",,,"Coamo Municipio, Puerto Rico",308156900,"Coamo Municipio, Puerto Rico",21507759
"G7200450","2006-2010","PR",,,"Puerto Rico","72","Comerío Municipio","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72045",,,"Comerío Municipio, Puerto Rico",140331300,"Comerío Municipio, Puerto Rico",10382402
"G7200470","2006-2010","PR",,,"Puerto Rico","72","Corozal Municipio","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72047",,,"Corozal Municipio, Puerto Rico",260221200,"Corozal Municipio, Puerto Rico",17105917
"G7200490","2006-2010","PR",,,"Puerto Rico","72","Culebra Municipio","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72049",,,"Culebra Municipio, Puerto Rico",20066300,"Culebra Municipio, Puerto Rico",4293784
"G7200510","2006-2010","PR",,,"Puerto Rico","72","Dorado Municipio","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72051",,,"Dorado Municipio, Puerto Rico",552698000,"Dorado Municipio, Puerto Rico",40283946
"G7200530","2006-2010","PR",,,"Puerto Rico","72","Fajardo Municipio","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72053",,,"Fajardo Municipio, Puerto Rico",376830400,"Fajardo Municipio, Puerto Rico",17903663
"G7200540","2006-2010","PR",,,"Puerto Rico","72","Florida Municipio","054",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72054",,,"Florida Municipio, Puerto Rico",93149900,"Florida Municipio, Puerto Rico",8878319
"G7200550","2006-2010","PR",,,"Puerto Rico","72","Guánica Municipio","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US72055",,,"Guánica Municipio, Puerto Rico",122014200,"Guánica Municipio, Puerto Rico",9399156
